text,video,Frame_hate,random_frame,random_ocr_text,combined_text
" like that. All right. Because this word is getting to Esau. What does it say? And, uh,",hate_video_95,0,hate_video_95_frame4440.jpg,100," like that. All right. Because this word is getting to Esau. What does it say? And, uh, [SEP] 100"
 as it is written in Hebrews four and 12 for the words of the most highest quick and powerful,hate_video_95,0,hate_video_95_frame4680.jpg,888, as it is written in Hebrews four and 12 for the words of the most highest quick and powerful [SEP] 888
" and sharper than any two edged sword. Okay. So this word is getting to these devils, man.",hate_video_95,0,hate_video_95_frame4770.jpg,000," and sharper than any two edged sword. Okay. So this word is getting to these devils, man. [SEP] 000"
 This word has reached into the four corners of,hate_video_95,0,hate_video_95_frame4950.jpg,100, This word has reached into the four corners of [SEP] 100
 the earth all right and there's nothing esau can do about it man only thing he can do is cry and,hate_video_95,0,hate_video_95_frame4980.jpg,C C, the earth all right and there's nothing esau can do about it man only thing he can do is cry and [SEP] C C
 complain you know and you know pretty soon he's going to bring out his sword in the time of,hate_video_95,0,hate_video_95_frame5190.jpg,388, complain you know and you know pretty soon he's going to bring out his sword in the time of [SEP] 388
" jacob's trouble he's going to bring out the big guns but those were uh, uh, those were low level Edomites anyway, you know, that claim",hate_video_95,0,hate_video_95_frame5550.jpg,100," jacob's trouble he's going to bring out the big guns but those were uh, uh, those were low level Edomites anyway, you know, that claim [SEP] 100"
" that they believe in Jesus, sweet Jesus. All right. But that's what Esau did, um, during the time of",hate_video_95,0,hate_video_95_frame5700.jpg,Ndi," that they believe in Jesus, sweet Jesus. All right. But that's what Esau did, um, during the time of [SEP] Ndi"
" slavery, man. He hated you. He had that perpetual hatred towards us in the name of what Jesus, man.",hate_video_95,0,hate_video_95_frame5880.jpg,111," slavery, man. He hated you. He had that perpetual hatred towards us in the name of what Jesus, man. [SEP] 111"
" Okay. Not your house was shy, but Jesus. All right. And that's why the apostle",hate_video_95,0,hate_video_95_frame6090.jpg,111," Okay. Not your house was shy, but Jesus. All right. And that's why the apostle [SEP] 111"
" Paul said, if, if any other, if they preach any other Jesus, all right, because there is a such",hate_video_95,0,hate_video_95_frame6270.jpg,88V," Paul said, if, if any other, if they preach any other Jesus, all right, because there is a such [SEP] 88V"
" thing as another Jesus, man. And that's Cesare Borgia. That's not your how we're shy of the",hate_video_95,0,hate_video_95_frame6510.jpg,100," thing as another Jesus, man. And that's Cesare Borgia. That's not your how we're shy of the [SEP] 100"
" Bible. All right. But not to get off topic. Like I said, those two Edomites, all right, I believe his name was Billy or Bob, something like that.",hate_video_95,0,hate_video_95_frame6600.jpg,100," Bible. All right. But not to get off topic. Like I said, those two Edomites, all right, I believe his name was Billy or Bob, something like that. [SEP] 100"
" Fucking hillbilly, that's what he was, all right?",hate_video_95,0,hate_video_95_frame6930.jpg,C G," Fucking hillbilly, that's what he was, all right? [SEP] C G"
" You know, Esau's upset, man, and I just want to say, you know, that video was spiritual, you know, it's very spiritual, man. because you don't see a video of these guys saying uh we're going iuic coon hunting or",hate_video_95,0,hate_video_95_frame7050.jpg,Cer," You know, Esau's upset, man, and I just want to say, you know, that video was spiritual, you know, it's very spiritual, man. because you don't see a video of these guys saying uh we're going iuic coon hunting or [SEP] Cer"
 isupk coon hunting gocc coon hunting you don't see videos like that why because those camps are,hate_video_95,0,hate_video_95_frame7440.jpg,700, isupk coon hunting gocc coon hunting you don't see videos like that why because those camps are [SEP] 700
 not on fire like the men of great millstone okay and a lot of you israelite camps you don't even,hate_video_95,0,hate_video_95_frame7710.jpg,888, not on fire like the men of great millstone okay and a lot of you israelite camps you don't even [SEP] 888
 really push the destruction of america or the destruct or the um upcoming,hate_video_95,0,hate_video_95_frame7920.jpg,800, really push the destruction of america or the destruct or the um upcoming [SEP] 800
 slavery of the edomites a lot of you camps don't even push that man you know a lot of you camps,hate_video_95,0,hate_video_95_frame8130.jpg,111, slavery of the edomites a lot of you camps don't even push that man you know a lot of you camps [SEP] 111
 don't push the downfall of our enemies all right so that's that proves that what the men of great,hate_video_95,0,hate_video_95_frame8310.jpg,A, don't push the downfall of our enemies all right so that's that proves that what the men of great [SEP] A
 millstone okay we're the ones that's on fire and the men that's teaching our doctrine the doctrine that we teach starting with the head apostles we're the ones that's on fire and the men that's teaching our doctrine the doctrine,hate_video_95,0,hate_video_95_frame8490.jpg,大宝大, millstone okay we're the ones that's on fire and the men that's teaching our doctrine the doctrine that we teach starting with the head apostles we're the ones that's on fire and the men that's teaching our doctrine the doctrine [SEP] 大宝大
 that we teach starting with the head apostles we're the ones that's on fire for this word man,hate_video_95,0,hate_video_95_frame8640.jpg,A, that we teach starting with the head apostles we're the ones that's on fire for this word man [SEP] A
 all right so but but you know what that's just the beginning of things man you know,hate_video_95,0,hate_video_95_frame8790.jpg,C C, all right so but but you know what that's just the beginning of things man you know [SEP] C C
 the scriptures say for the love of many shall wax cold so that's really just the beginning,hate_video_95,0,hate_video_95_frame9000.jpg,A, the scriptures say for the love of many shall wax cold so that's really just the beginning [SEP] A
 of what you're going to start to see with these damn,hate_video_95,0,hate_video_95_frame9090.jpg,100, of what you're going to start to see with these damn [SEP] 100
 devils man all right because the time of jacob's trouble is is gonna is gonna approach very very,hate_video_95,0,hate_video_95_frame9240.jpg,GEL, devils man all right because the time of jacob's trouble is is gonna is gonna approach very very [SEP] GEL
 soon and then you're gonna know who your enemies are man then you're gonna know who's who's who's,hate_video_95,0,hate_video_95_frame9420.jpg,A, soon and then you're gonna know who your enemies are man then you're gonna know who's who's who's [SEP] A
" the damn devil that the bible speaks of who's the the physical carnation of Satan on the planet Earth, man?",hate_video_95,0,hate_video_95_frame9810.jpg,三三三," the damn devil that the bible speaks of who's the the physical carnation of Satan on the planet Earth, man? [SEP] 三三三"
" Which is the Edomites. And it's not the Arabs. It's the so-called white man, the Caucasian race today. Okay? The cave dwellers of the earth. The descendants of Esau, Edom.",hate_video_95,0,hate_video_95_frame10140.jpg,A," Which is the Edomites. And it's not the Arabs. It's the so-called white man, the Caucasian race today. Okay? The cave dwellers of the earth. The descendants of Esau, Edom. [SEP] A"
" All right? And in the kingdom, guess we're gonna go eat a mite hunting man",hate_video_95,0,hate_video_95_frame10350.jpg,2012," All right? And in the kingdom, guess we're gonna go eat a mite hunting man [SEP] 2012"
 okay and esau is gonna be hunted down every single day all right only break you're gonna,hate_video_95,0,hate_video_95_frame10470.jpg,888, okay and esau is gonna be hunted down every single day all right only break you're gonna [SEP] 888
 get us on the sabbath man as soon as that sun as soon as that sun go down on the sabbath,hate_video_95,0,hate_video_95_frame10710.jpg,S, get us on the sabbath man as soon as that sun as soon as that sun go down on the sabbath [SEP] S
 we're gonna be right back on your asses man right back on your ass. Okay?,hate_video_95,0,hate_video_95_frame10830.jpg,324, we're gonna be right back on your asses man right back on your ass. Okay? [SEP] 324
" That's the only rest you're going to get, man.",hate_video_95,0,hate_video_95_frame11010.jpg,10," That's the only rest you're going to get, man. [SEP] 10"
" Because you're going to be in full,",hate_video_95,0,hate_video_95_frame11130.jpg,100," Because you're going to be in full, [SEP] 100"
 hardcore slavery.,hate_video_95,0,hate_video_95_frame11190.jpg,800, hardcore slavery. [SEP] 800
 You're going to be slaves.,hate_video_95,0,hate_video_95_frame11370.jpg,100, You're going to be slaves. [SEP] 100
 And your sons are going to be slaves.ines. And your daughters are going to be concubines. And your sons are going to be slaves.,hate_video_95,0,hate_video_95_frame11610.jpg,100, And your sons are going to be slaves.ines. And your daughters are going to be concubines. And your sons are going to be slaves. [SEP] 100
 Okay?,hate_video_95,0,hate_video_95_frame11640.jpg,111, Okay? [SEP] 111
 Thus sayeth the Holy Bible.,hate_video_95,0,hate_video_95_frame11730.jpg,100, Thus sayeth the Holy Bible. [SEP] 100
 Thus sayeth the word of Yehovah Baha Shem Yehovah Shai.,hate_video_95,0,hate_video_95_frame11850.jpg,M, Thus sayeth the word of Yehovah Baha Shem Yehovah Shai. [SEP] M
 Okay?,hate_video_95,0,hate_video_95_frame11910.jpg,100, Okay? [SEP] 100
 But we know Esau is coming. You know?,hate_video_95,0,hate_video_95_frame12030.jpg,111, But we know Esau is coming. You know? [SEP] 111
 He's going to have his FEMA troops and his foreign troops they,hate_video_95,0,hate_video_95_frame12150.jpg,X, He's going to have his FEMA troops and his foreign troops they [SEP] X
 gonna come they go also lucky your brothers they gonna come at the the uh,hate_video_95,0,hate_video_95_frame12240.jpg,111, gonna come they go also lucky your brothers they gonna come at the the uh [SEP] 111
 Four Elk Grove teenagers behind bars tonight after they were caught on camera attacking a younger boy on his way home from school.,hate_video_96,1,hate_video_96_frame90.jpg,SOURCE:ELKGROVEPOLICEDEPT, Four Elk Grove teenagers behind bars tonight after they were caught on camera attacking a younger boy on his way home from school. [SEP] SOURCE:ELKGROVEPOLICEDEPT
" Here in Elk Grove, it's something that we don't expect.",hate_video_96,1,hate_video_96_frame300.jpg,BRX," Here in Elk Grove, it's something that we don't expect. [SEP] BRX"
" Tonight, the victim in the attack is speaking out. Thanks for joining us tonight. I'm Tony Lopez.",hate_video_96,1,hate_video_96_frame450.jpg,ATTACKED & ROBBED Tony Christina Lopez Jane s," Tonight, the victim in the attack is speaking out. Thanks for joining us tonight. I'm Tony Lopez. [SEP] ATTACKED & ROBBED Tony Christina Lopez Jane s"
 And I'm Christina Jaynes. CBS 13's Jennifer McGraw is live at the police department with a video that helped investigators quickly make an arrest here. Jen?,hate_video_96,1,hate_video_96_frame510.jpg,ATTACKED & ROBBED Tony Christina Lopez Jane s, And I'm Christina Jaynes. CBS 13's Jennifer McGraw is live at the police department with a video that helped investigators quickly make an arrest here. Jen? [SEP] ATTACKED & ROBBED Tony Christina Lopez Jane s
 tony and christina that victim is still shaken to the core by friday's attack his family only moved to that neighborhood two months ago a place they thought they'd be safe they all came up to me,hate_video_96,1,hate_video_96_frame930.jpg,LIVE CITY OF EL X GROVE NEW Victim Speaks Out on Attack TONIGHT Elk Grove, tony and christina that victim is still shaken to the core by friday's attack his family only moved to that neighborhood two months ago a place they thought they'd be safe they all came up to me [SEP] LIVE CITY OF EL X GROVE NEW Victim Speaks Out on Attack TONIGHT Elk Grove
 and started attacking me the vicious assault against this 12 year old boy was caught on a,hate_video_96,1,hate_video_96_frame1110.jpg,S, and started attacking me the vicious assault against this 12 year old boy was caught on a [SEP] S
 neighbor's home security camera the victim who does not want to,hate_video_96,1,hate_video_96_frame1320.jpg,NEW TONIGHT Victim Speaks Out about Attack, neighbor's home security camera the victim who does not want to [SEP] NEW TONIGHT Victim Speaks Out about Attack
 be identified was riding his bike home from Toby Johnson middle school when a,hate_video_96,1,hate_video_96_frame1380.jpg,NEW TONIGHT Victim Speaks Out about Attack, be identified was riding his bike home from Toby Johnson middle school when a [SEP] NEW TONIGHT Victim Speaks Out about Attack
 car pulled up. The driver came up in front of me and he pushed me off,hate_video_96,1,hate_video_96_frame1560.jpg,NEW TONIGHT Victim Speaks Out about Attack, car pulled up. The driver came up in front of me and he pushed me off [SEP] NEW TONIGHT Victim Speaks Out about Attack
 the bike and three guys from behind me came up to me and started attacking me.,hate_video_96,1,hate_video_96_frame1650.jpg,NEW TONIGHT Victim Speaks Out about Attack, the bike and three guys from behind me came up to me and started attacking me. [SEP] NEW TONIGHT Victim Speaks Out about Attack
" The video shows the older teens knocking him down, tugging at his backpack and",hate_video_96,1,hate_video_96_frame1830.jpg,SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack," The video shows the older teens knocking him down, tugging at his backpack and [SEP] SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack"
" stealing his Air Jordan sneakers and cell phone leaving behind scrapes and KNOCKING HIM DOWN, TUCKING AT HIS BACKPACK AND STEALING HIS AIR JORDAN SNEAKERS AND CELL PHONE,",hate_video_96,1,hate_video_96_frame1920.jpg,SOURCE: XO CHITI L LAKOMY NEW TONIGHT Victim Speaks Out about Attack," stealing his Air Jordan sneakers and cell phone leaving behind scrapes and KNOCKING HIM DOWN, TUCKING AT HIS BACKPACK AND STEALING HIS AIR JORDAN SNEAKERS AND CELL PHONE, [SEP] SOURCE: XO CHITI L LAKOMY NEW TONIGHT Victim Speaks Out about Attack"
 LEAVING BEHIND SCRAPES AND BRUISES.,hate_video_96,1,hate_video_96_frame1980.jpg,SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack, LEAVING BEHIND SCRAPES AND BRUISES. [SEP] SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack
 I WAS SO SCARED SO I DIDN'T KNOW WHAT TO DO.,hate_video_96,1,hate_video_96_frame2040.jpg,NEW TONIGHT Victim Speaks Out about Attack, I WAS SO SCARED SO I DIDN'T KNOW WHAT TO DO. [SEP] NEW TONIGHT Victim Speaks Out about Attack
 SO I JUST BLOCKED MY FACE AND MY ARMS.,hate_video_96,1,hate_video_96_frame2130.jpg,SOURCE: XO CHIT L LAK O MY NEW TONIGHT Victim Speaks Out about Attack, SO I JUST BLOCKED MY FACE AND MY ARMS. [SEP] SOURCE: XO CHIT L LAK O MY NEW TONIGHT Victim Speaks Out about Attack
 THE VIDEO THEN TURNED OVER TO POLICE.,hate_video_96,1,hate_video_96_frame2220.jpg,SOURCE: XO CHIT L LAK O MY NEW TONIGHT Victim Speaks Out about Attack, THE VIDEO THEN TURNED OVER TO POLICE. [SEP] SOURCE: XO CHIT L LAK O MY NEW TONIGHT Victim Speaks Out about Attack
" THE CAR PULLS UP, FOUR SUSPECTS GET OUT AND VICIOUSLY ATTACK THIS 12-YEAR-OLD KID JUST WALKING HOME.",hate_video_96,1,hate_video_96_frame2460.jpg,NEW TONIGHT Victim Speaks Out about Attack," THE CAR PULLS UP, FOUR SUSPECTS GET OUT AND VICIOUSLY ATTACK THIS 12-YEAR-OLD KID JUST WALKING HOME. [SEP] NEW TONIGHT Victim Speaks Out about Attack"
 NEIGHBORS WHO LIVE ON SWANWAY SAY IT'S COMMON TO SEE KIDS COMING AND GOING TO SCHOOL. this 12-year-old kid just walking home. Neighbors who live on Swan Way say it's common to see kids coming and going to school.,hate_video_96,1,hate_video_96_frame2580.jpg,NEW TONIGHT Victim Speaks Out about Attack, NEIGHBORS WHO LIVE ON SWANWAY SAY IT'S COMMON TO SEE KIDS COMING AND GOING TO SCHOOL. this 12-year-old kid just walking home. Neighbors who live on Swan Way say it's common to see kids coming and going to school. [SEP] NEW TONIGHT Victim Speaks Out about Attack
" You see the children and kids on bikes all the time, skateboards.",hate_video_96,1,hate_video_96_frame2700.jpg,NEW TONIGHT Victim Speaks Out about Attack," You see the children and kids on bikes all the time, skateboards. [SEP] NEW TONIGHT Victim Speaks Out about Attack"
 And there's never been an incident like this that I've heard of.,hate_video_96,1,hate_video_96_frame2790.jpg,10185, And there's never been an incident like this that I've heard of. [SEP] 10185
 Parents like Mario Aguirre are shocked something like this could happen so close to home.,hate_video_96,1,hate_video_96_frame2940.jpg,NEW TONIGHT Victim Speaks Out about Attack, Parents like Mario Aguirre are shocked something like this could happen so close to home. [SEP] NEW TONIGHT Victim Speaks Out about Attack
" It's not fair. You know, the child could have got hurt and maybe even worse for a pair of shoes.",hate_video_96,1,hate_video_96_frame3060.jpg,NEW TONIGHT Victim Speaks Out about Attack," It's not fair. You know, the child could have got hurt and maybe even worse for a pair of shoes. [SEP] NEW TONIGHT Victim Speaks Out about Attack"
 Police say the surveillance video was key in tracking down the suspects who are high school students 16 and 17 years old.,hate_video_96,1,hate_video_96_frame3240.jpg,SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack, Police say the surveillance video was key in tracking down the suspects who are high school students 16 and 17 years old. [SEP] SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack
 Technology with social media combined can be a powerful tool for not only the community but for us as law enforcement.,hate_video_96,1,hate_video_96_frame3450.jpg,NEW TONIGHT Victim Speaks Out about Attack, Technology with social media combined can be a powerful tool for not only the community but for us as law enforcement. [SEP] NEW TONIGHT Victim Speaks Out about Attack
 These high school suspects now getting a tough lesson in the criminal justice system.,hate_video_96,1,hate_video_96_frame3600.jpg,SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack, These high school suspects now getting a tough lesson in the criminal justice system. [SEP] SOURCE: XO CHIT L LAKOMY NEW TONIGHT Victim Speaks Out about Attack
 getting a tough lesson in the criminal justice system.,hate_video_96,1,hate_video_96_frame3780.jpg,BLACK CRIMES MATTER bitchute. com/ channel/ black- crimes- matter, getting a tough lesson in the criminal justice system. [SEP] BLACK CRIMES MATTER bitchute. com/ channel/ black- crimes- matter
 Are you going to have a massive deportation force?,hate_video_97,1,hate_video_97_frame0.jpg,20935021/36129/20140530 11:12, Are you going to have a massive deportation force? [SEP] 20935021/36129/20140530 11:12
" You're going to have ahead and get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of MAGA Deportation Force, GO!",hate_video_97,1,hate_video_97_frame540.jpg,PROGRAMMERS SHIGEKI YOSHIDA TAKAMITSUKUZUHARA," You're going to have ahead and get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of MAGA Deportation Force, GO! [SEP] PROGRAMMERS SHIGEKI YOSHIDA TAKAMITSUKUZUHARA"
 MAGA Deportation Force GO! We will make America great again!,hate_video_97,1,hate_video_97_frame1620.jpg,MAGA DEPORTATION FORCE, MAGA Deportation Force GO! We will make America great again! [SEP] MAGA DEPORTATION FORCE
" Fuck niggers, fuck niggers, fuck niggers.",hate_video_97,1,hate_video_97_frame1920.jpg,5," Fuck niggers, fuck niggers, fuck niggers. [SEP] 5"
" Fuck niggers, fuck niggers, fuck niggers",hate_video_97,1,hate_video_97_frame1980.jpg,田田田," Fuck niggers, fuck niggers, fuck niggers [SEP] 田田田"
" What I do has you shocked, your mom likes black cock, and she's a disgrace to the white race",hate_video_97,1,hate_video_97_frame2130.jpg,C," What I do has you shocked, your mom likes black cock, and she's a disgrace to the white race [SEP] C"
 You are a fucking nigger piece of shit subhuman homo erectus,hate_video_97,1,hate_video_97_frame2280.jpg,3, You are a fucking nigger piece of shit subhuman homo erectus [SEP] 3
" We're the white race, fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers",hate_video_97,1,hate_video_97_frame2460.jpg,5," We're the white race, fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers [SEP] 5"
" Fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers Fuck niggers, fuck niggers, fuck niggers",hate_video_97,1,hate_video_97_frame3060.jpg,The End," Fuck niggers, fuck niggers, fuck niggers, fuck niggers, fuck niggers Fuck niggers, fuck niggers, fuck niggers [SEP] The End"
" What, uh, well, getting back into the subject of summer and summer stuff, here's something",hate_video_98,1,hate_video_98_frame270.jpg,himp out # 17& x cer pt Niggle t Summer Camp," What, uh, well, getting back into the subject of summer and summer stuff, here's something [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 I was thinking about.,hate_video_98,1,hate_video_98_frame360.jpg,himp out # 17& x cer pt Niggle t Summer Camp, I was thinking about. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" Of course, you'll know about summer camps.",hate_video_98,1,hate_video_98_frame390.jpg,himp out # 17& x cer pt Niggle t Summer Camp," Of course, you'll know about summer camps. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 You may have gone to a summer camp when you were a kid.,hate_video_98,1,hate_video_98_frame480.jpg,himp out # 17& x cer pt Niggle t Summer Camp, You may have gone to a summer camp when you were a kid. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" However, I mean, most nigglets don't go to summer camps, I think, because, uh, you know,",hate_video_98,1,hate_video_98_frame600.jpg,himp out # 17& x cer pt Niggle t Summer Camp," However, I mean, most nigglets don't go to summer camps, I think, because, uh, you know, [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" their parents, uh, would rather spend the money on crack and",hate_video_98,1,hate_video_98_frame690.jpg,himp out # 17& x cer pt Niggle t Summer Camp," their parents, uh, would rather spend the money on crack and [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" KFC, but if we had summer camps exclusively for neglitz, for example, what do you think they'd be",hate_video_98,1,hate_video_98_frame990.jpg,himp out # 17& x cer pt Niggle t Summer Camp," KFC, but if we had summer camps exclusively for neglitz, for example, what do you think they'd be [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" like? I mean, because, I mean, in these, in these PC times,'ve got to tailor everything to each group.",hate_video_98,1,hate_video_98_frame1230.jpg,himp out # 17& x cer pt Niggle t Summer Camp," like? I mean, because, I mean, in these, in these PC times,'ve got to tailor everything to each group. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 So I think it would be fair to have summer camps just for Nigglet.,hate_video_98,1,hate_video_98_frame1440.jpg,himp out # 17& x cer pt Niggle t Summer Camp, So I think it would be fair to have summer camps just for Nigglet. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 So what would these camps be like?,hate_video_98,1,hate_video_98_frame1530.jpg,himp out # 17& x cer pt Niggle t Summer Camp, So what would these camps be like? [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 I think it would be like trying to get them in touch with their African roots.,hate_video_98,1,hate_video_98_frame1740.jpg,himp out # 17& x cer pt Niggle t Summer Camp, I think it would be like trying to get them in touch with their African roots. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 There would be an open pit latrine with flies flying around there.,hate_video_98,1,hate_video_98_frame1770.jpg,himp out # 17& x cer pt Niggle t Summer Camp, There would be an open pit latrine with flies flying around there. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 And right next to the pit latrine will be like a water ditch.,hate_video_98,1,hate_video_98_frame1920.jpg,himp out # 17& x cer pt Niggle t Summer Camp, And right next to the pit latrine will be like a water ditch. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 So they can get their water at the same place they take a shit.,hate_video_98,1,hate_video_98_frame2130.jpg,himp out # 17& x cer pt Niggle t Summer Camp, So they can get their water at the same place they take a shit. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" So that would be, they'd be sleeping on the floor in the dirt.",hate_video_98,1,hate_video_98_frame2250.jpg,himp out # 17& x cer pt Niggle t Summer Camp," So that would be, they'd be sleeping on the floor in the dirt. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" The housing quarters would be made out of mud and straw, of course.",hate_video_98,1,hate_video_98_frame2340.jpg,himp out # 17& x cer pt Niggle t Summer Camp," The housing quarters would be made out of mud and straw, of course. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 But they would have a killer sound system,hate_video_98,1,hate_video_98_frame2580.jpg,himp out # 17& x cer pt Niggle t Summer Camp, But they would have a killer sound system [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" so they can listen to their rap music,",hate_video_98,1,hate_video_98_frame2640.jpg,himp out # 17& x cer pt Niggle t Summer Camp," so they can listen to their rap music, [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 this being America and everything.,hate_video_98,1,hate_video_98_frame2700.jpg,himp out # 17& x cer pt Niggle t Summer Camp, this being America and everything. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 They've got to have their rap music.,hate_video_98,1,hate_video_98_frame2760.jpg,himp out # 17& x cer pt Niggle t Summer Camp, They've got to have their rap music. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" And let's see, the camp counselors are all pedophiles.",hate_video_98,1,hate_video_98_frame2910.jpg,himp out # 17& x cer pt Niggle t Summer Camp," And let's see, the camp counselors are all pedophiles. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" Well, here's what I think a niggle at summer camp would be like.",hate_video_98,1,hate_video_98_frame3120.jpg,himp out # 17& x cer pt Niggle t Summer Camp," Well, here's what I think a niggle at summer camp would be like. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 Excuse me.,hate_video_98,1,hate_video_98_frame3180.jpg,himp out # 17& x cer pt Niggle t Summer Camp, Excuse me. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" You know, you start early in the morning, and by early in the morning for niggers, I mean like 1 p.m.",hate_video_98,1,hate_video_98_frame3300.jpg,himp out # 17& x cer pt Niggle t Summer Camp," You know, you start early in the morning, and by early in the morning for niggers, I mean like 1 p.m. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
" You know, you get up, you have a good breakfast of chitlins and thighs from Popeyes,",hate_video_98,1,hate_video_98_frame3480.jpg,himp out # 17& x cer pt Niggle t Summer Camp," You know, you get up, you have a good breakfast of chitlins and thighs from Popeyes, [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
 and maybe a small glass of King Cobra,hate_video_98,1,hate_video_98_frame3690.jpg,himp out # 17& x cer pt Niggle t Summer Camp, and maybe a small glass of King Cobra [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 because it's early in the day. You don't want it getting,hate_video_98,1,hate_video_98_frame3810.jpg,himp out # 17& x cer pt Niggle t Summer Camp, because it's early in the day. You don't want it getting [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 all wasted. So a small,hate_video_98,1,hate_video_98_frame3840.jpg,himp out # 17& x cer pt Niggle t Summer Camp, all wasted. So a small [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 glass of one lift.,hate_video_98,1,hate_video_98_frame3900.jpg,himp out # 17& x cer pt Niggle t Summer Camp, glass of one lift. [SEP] himp out # 17& x cer pt Niggle t Summer Camp
 Then you have your first,hate_video_98,1,hate_video_98_frame3960.jpg,himp out # 17& x cer pt Niggle t Summer Camp, Then you have your first [SEP] himp out # 17& x cer pt Niggle t Summer Camp
" activity of the day, about 2 o'clock.",hate_video_98,1,hate_video_98_frame4020.jpg,himp out # 17& x cer pt Niggle t Summer Camp," activity of the day, about 2 o'clock. [SEP] himp out # 17& x cer pt Niggle t Summer Camp"
