text,video,Frame_hate,random_frame,random_ocr_text
" Yes, Discord name. Give me Discord name, I add you man, I want to talk to your mother. She's dead",hate_video_114,0,hate_video_114_frame8970.jpg,Pala tsins is sti la team_ 186545 1:25 team_ Really Dude Era 9/30 $ 400 HV S pre n te BEAST A YR GN 100 100 FACE IT. com Pr x duct ion
 Davai katka go play man,hate_video_114,0,hate_video_114_frame9060.jpg,Palatsinsisltla team.186545voittieran $3600
 Go win go katka Davai katka,hate_video_114,0,hate_video_114_frame9150.jpg,TerREST ien. a i el tus $ 3600 100 20
 Davai katka Davai katka Go Katka Come Katka Come Katka,hate_video_114,0,hate_video_114_frame9210.jpg,"KRAN A AT TI 0 s to aik a a jal jell a 00:22 $ 3600 PISTOOL I R ASK AS KRAN A AT TI KON EPI ST 00 LI $ 3,600 VAR US TE ET KIVA ARI $ 100 $ 3,800 $ 3,650 $ 3,400 [ ESCAPE] TAKA IS IN [ F 4] OST AU UDE LLEEN EDEL LIST E [ F 3] AUTOMA ATTIE NO S TO"
 Go play,hate_video_114,0,hate_video_114_frame9270.jpg,"63561 Ostoaikaajäljella00:19 $2400 GalilAR AK-47 19,700 AMPUUST 20/30 TAPFOPALEXIS $1800 $7700 VAMING 90 TULINOPUE 90 G35G1 S5G08 TANERKFANTARA LAPKETTEHNG $1700 $2,400 AWP SG553 $1000 $1000 $3,800 $2,650 $3,400 [ESCAPE]TAKAISIN [F4]0STAUUDELLEENEDELLISET [F3]AUTOMAAATTINENDSTO"
 Yeah yeah yeah go play,hate_video_114,0,hate_video_114_frame9330.jpg,$ 700 100 10/30
 Ruiner,hate_video_114,0,hate_video_114_frame9480.jpg,$ 700 100 10/50
 I'll rip up you,hate_video_114,0,hate_video_114_frame9570.jpg,As un not $ 4050 100 29
 Nice English,hate_video_114,0,hate_video_114_frame9660.jpg,As un not $ 4050 100 27
" No you're not Fist a put Hän on kriin! Hyvä englannin! Olen Euroopan, m****! Ei, sinä ei, sinä ei ole edes kriin!",hate_video_114,0,hate_video_114_frame9690.jpg,As un not FACE T. com P rdi c $ 4050 100
 Fistepyt! Fistepyt!,hate_video_114,0,hate_video_114_frame9780.jpg,As un not $ 4050 100 23
 Tääkki!,hate_video_114,0,hate_video_114_frame9810.jpg,As un not + $ 300 $ 4050 rus mic intensifies 100
" Se on oot, että sinä olet?",hate_video_114,0,hate_video_114_frame9900.jpg,Pom mialu eB $ 600 100 100
" Se on oot, että olet kriin, ei ole problemilla.",hate_video_114,0,hate_video_114_frame9930.jpg,0.10 101 $ 600 100 100
 Hyvä mikrofoni!,hate_video_114,0,hate_video_114_frame10020.jpg,Ka up pa team_ 186545 0:07 team_ Really Dude Era 9/30 186545 HY Se prent s BEAST A YR ON team_ 186545 vo it tier an $ 4350 11 11 10 10 11 10 11 10 11 10 11 0 11 10 11 10 11 10 H V Se rents BEAST A YR ON 101 10 10 10 10 10 10 10 0.007 10 10 10 10 10 10 2. P 10 10 10 10 10 10 3.0 10 10 10 10 10 100 10 10 10 10 10 101 10 10 10 10 100 100 10 10 10 10 11 10 10 10 10 10 100000000000000000000 10000000000000000 10 10 10 10 10 11 100000000000000000 11 10 10 10 10 100000 10 10 10 10 11 11 10 10 10 10 10 0 10 10 10 10 10 10200000000000000000001000000000000000000 0000000000000000000200000000000000000 12000000000000000000 20000000000000000001200000000000000000 0.007 10000000000000000010 1000000000000000 100 1000000000000000 000 000000000000000 10010000000000000000 110000000000000000001100000000000000000 0100000000000000000 2. P 10000000000000000020 10000000000000000100 100000000000000 1000 100000000000000 0.000000000000000000050000000000000000000 F AC 10000000000000000050 10000000000000000200 10000000000000002000 10000000000000020000 10000000000000 10000 10000000000000200000 1000000000000 100000 10000000000002000000 100000000000 1000000 10000000000020000000 10000000000 10000000 10000000000200000000 1000000000 100000000 10000000002000000000 10000000020000000000 10000000200000000000 10000002000000000000 10000020000000000000 10000200000000000000 10002000000000000000 10020000000000000000 101000000000000000002 1000000000000000008000000000000000000080 10000000000000000800 10000000000000008000 10000000000000080000 10000000000000800000 10000000000008000000 10000000000080000000 10000000000800000000 10000000008000000000 10000000080000000000 10000000800000000000 10000008000000000000 10000080000000000000 10000800000000000000 10008000000000000000 10080000000000000000 10800000000000000000 18000000000000000000 80000000000000000008 1000000000000000006000000000000000000060 10000000000000000600 100000000000000060 18000000000000000 10880000000000000000002 000000000000000000 6000000000000000000 5000000000000000000 700000000000000000007000000000000000000 400000000000000000004000000000000000000 300000000000000000003000000000000000000 900000000000000000009000000000000000000  10000000000000000040 1000000000000000040 00000000000000000 15000000000000000000250000000000000000001 10000000000000000 00 0000000000000000 001000000000000000020 00000000000000000201000000000000000001 00000000000000000022000000000000000000210000000000000000002300000000000000000024000000000000000000260000000000000000002700000000000000000028000000000000000000420000000000000000004 0000000000000000001500000000000000000 0200000000000000000202000000000000000001020000000000000000 0020000000000000000200200000000000000001002000000000000000 0002000000000000000200020000000000000001000200000000000000 0000200000000000000200002000000000000001000020000000000000 000002000000000000020000020000000000000100000 0000000000000 00000 000000000000020000010000000000000 000001000000000000020000 00000000000000 0000 0000000000000020000100000000000000 00001000000000000002000 00000000000000020001000000000000000 00 10000000000000001000 00000000000000010001000000000000000100 00000000000000001001000000000000000 10110000000000000000 01100000000000000001010000000000000000 0210000000000000000 0300000000000000000 03100000000000000000041000000000000000000810000000000000000006 000000000000000000820000000000000000008400000000000000000086000000000000000000880000000000000000 00800000000000000002001000000000000000010 000000000000000001011000000000000000 0011000000000000000 10200000000000000 0010100000000000000 0010 00000000000000 0010200000000000000 0100100000000000000 0100 00000000000000 0100200000000000000 0110100000000000000001 010000000000000000 2010000000000000000 301000000000000000008 000000000000000000450000000000000000004600000000000000000048000000000000000000140000000000000000001600000000000000000018000000000000000001080000000000000000108100000000000000001082000000000000000010880000000000000001080100000000000000000482000000000000000001820000000000000000028200000000000000000 2800000000000000000 08000000000000000002080000000000000000018800000000000000000 2200000000000000000 88000000000000000002880000
" Aika, kriin!",hate_video_114,0,hate_video_114_frame10110.jpg,Ka up pa team_ 186545 vo it tier an * Tant i pela aja: 186545- eni ten eli minon in te j a.  $ 4000
" Aika, kriin, Green, stop drinking vodka.",hate_video_114,0,hate_video_114_frame10170.jpg,$ 4000 100 20
" No, no, no, stop!",hate_video_114,0,hate_video_114_frame10230.jpg,$ 4000 An tau du 100 20
" No, GG.",hate_video_114,0,,
 I'm drinking vodka.,hate_video_114,0,hate_video_114_frame10380.jpg,$ 300 S 3700 100 100 30
" It went still a little bit, it went really bad, Tommy.",hate_video_114,0,hate_video_114_frame10410.jpg,$ 300 100 100 30
 Fist a bitch.,hate_video_114,0,hate_video_114_frame10470.jpg,$ 100 100 100
 Fist a bitch.,hate_video_114,0,hate_video_114_frame10530.jpg,Terroristienaloitus $100 100 100
 Golo.,hate_video_114,0,hate_video_114_frame10590.jpg,$ 100 100 100
" Yeah, blue. Did you break your mic because it's worse now? Kolorin.",hate_video_114,0,hate_video_114_frame10650.jpg,Pom mali ue 8 team_ 186545 11 1:11 Team_ Really Dude Era 13/30 $ 3650 85 FACE IT 23/90
" Oletko pysyä miksi, koska se on nyt päränyt? Okei, okei.",hate_video_114,0,hate_video_114_frame10770.jpg,Pom mialu eB team 186545 vo it tier an * Tan: be j aja: ut ro do bb: o 201- an lten eli mi in so in te j a $ 3800 HATE NIB H [ FACE IT- 10]  [ FACE IT- 10]  [ FACE IT- 10]  [ FAC IY- 10]  [ FACE IT- 10]  [ FACE IT- TO:  [ FACE IT- TO:  [ FACE IT- TO:  [ FACE IT- 10]  [ FACE IT- TO:  [ FACE IY- 10]  3400: Tu lot t ep is t
 Oletko hänetä hänetä hänetä vauhteen tai mitä?,hate_video_114,0,hate_video_114_frame10800.jpg,0:12 Terroristienalotus 12 TERRUNISTI B $3800 HATENTBH
 Oletko hänetä hänetä hänetä hänetä?,hate_video_114,0,hate_video_114_frame10980.jpg,0:04 Terroristienaloitus 12 1 B $3800 HATEM8H 100 20
 Onko hänetä?,hate_video_114,0,hate_video_114_frame11100.jpg,Tarr orl at lena lotus $ 2800 100 20
 9 vuotta.,hate_video_114,0,hate_video_114_frame11190.jpg,$ 2800 100%  100 20
" Joo, olet 20 vuotta.",hate_video_114,0,hate_video_114_frame11310.jpg,Sivukuj $2800 100 20
" Ei ole työntekijä, he?",hate_video_114,0,hate_video_114_frame11340.jpg,Siv uk uj a $ 2800 100 20/120
" Joo, olen kouluttu.",hate_video_114,0,hate_video_114_frame11370.jpg,TAI C $ 2800 100 20120
" Joo, olet kouluttu.",hate_video_114,0,hate_video_114_frame11430.jpg,$ 2800 100 20120
" Olet vielä kouluttu, koska olet joukkueen. You are still in school because you play too much counterstrike.",hate_video_114,0,hate_video_114_frame11670.jpg,Terroristienalolitus $4500 100 100
 Others?,hate_video_114,0,hate_video_114_frame11700.jpg,$ 4500 100 100
" Oh, you guys die.",hate_video_114,0,hate_video_114_frame11790.jpg,Palatsinsisitla $4500 100 100
" Oh, what you do now?",hate_video_114,0,hate_video_114_frame11880.jpg,Palatsinsisbtla $4500 RADIO:Hyvin RADIO:Hyvin 100 100 30
 What?,hate_video_114,0,hate_video_114_frame11910.jpg,Palatsinsisitlia $4500 100 100 30/90
" Blue, what you do now?",hate_video_114,0,hate_video_114_frame11940.jpg,Palatsinsisitlia $4500 100 100 30/90
" Oh. Untertitelung des ZDF, 2020 in der Kasse. Thank you.",hate_video_114,0,hate_video_114_frame13020.jpg,20935021/36129/20140530 11:12
 WOOOOOOFY,hate_video_115,0,hate_video_115_frame0.jpg,20935021/36129/20140530 11:12
 WOOOOOOFY,hate_video_115,0,hate_video_115_frame90.jpg,This Person Sucks Itz Wolf yz Play z
 Welcome to It's Wolfy Plays. These were one of the people to call out the anti-communities.,hate_video_115,0,hate_video_115_frame150.jpg,"Itz Wolf yz Play z SUBSCRIBE 36 subscribers HOME VIDEOS PLAYLISTS CHANNELS DISCUSSION ABOUT Uploads PLAY ALL op do 0:08 1:08 This IS maybe VERY VERY When iam scared to meet my When Logan doesn' t answer I hope i did yall Ocr right ( Please watch Logan) i just if they know! Meme! Gacha important.  fake friends again-  meI be like-  ( Riku, sweet gacha.  need Logan O Coo make th a.  Life! It. My fake friends. . . ?  34 views- 11 hours ago 11 views- 19 hours ago 8 views- 1 day ago 13 views- 1 day ago 9 views- 2 days ago 36 views- 2 days ago"
" And I'm going to call her out as well, because her video was fucking shit. Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega Nega her fucking throat.",hate_video_115,0,hate_video_115_frame1590.jpg,Good thing my Power Director
" Wow, that was fucking shit, as expected. Also, she spammed somebody's messages on Amino, pathetic.",hate_video_115,0,hate_video_115_frame1830.jpg,Log ann nn Hoi!  Log aaaa anl 0:04 When Logan do sen' t answer mei be like-  8 views· 1 day ago
" Also, she spammed somebody's messages on Amino, pathetic. He is probably not answering you back cause you're acting like a retarded monkey about",hate_video_115,0,hate_video_115_frame2160.jpg,"Itz Wolf yz Play z SUBSCRIBE 36 subscribers HOME VIDEOS PLAYLISTS CHANNELS DISCUSSION ABOUT Uploads PLAY ALL * # spg zu hews. g zu hse re. g zu hpo ns Oh god Please stop blaming Luni about these stuffs Stop being so dirty mind Gacha Life isn' t for these 0:47 0:04 0:21 1:08 This IS maybe VERY VERY When Iam scared to meet my When Logan doesn' t answer I hope i did yall! OC right!  ( Please watch Logan) I just If they knew! I Meme! Gacha important. . .  fake friends again-  me! be like-  ( Riku, Sweet gacha. . .  need Logan O C to make that. . .  Life! It! My fake friends. . . ? .  34 views· 11 hours ago 11 views· 19 hours ago 8 views· 1 day ago 13 views· 1 day ago 9 views· 2 days ago 36 views· 2 days ago"
 somebody not answering back.,hate_video_115,0,hate_video_115_frame2190.jpg,"Itz Wolf yz Play z SUBSCRIBE 36 subscribers HOME VIDEOS PLAYLISTS CHANNELS DISCUSSION ABOUT Uploads PLAY ALL * # spg zu hews. g zu hwa ers. g zu hews.  Oh god Please stop blaming Luni about these stuffs Stop being so dirty mind Gacha Life isn' t for these 0:47 0:04 0:21 1:08 This IS maybe VERY VERY When Iam scared to meet my When Logan doesn' t answer I hope i did yall! Oc right!  ( Please watch Logan) I just If they knew! I Meme! Gacha important. . .  fake friends again-  me! be like-  ( Riku, Sweet gacha. . .  need Logan Oc to make that. . .  Life! It! My fake friends. . . ? .  34 views· 11 hours ago 11 views· 19 hours ago 8 views· 1 day ago 13 views· 1 day ago 9 views· 2 days ago 36 views· 2 days ago"
" Oh look, she also made a quote on quote animation meme. What you call this animation?",hate_video_115,0,hate_video_115_frame2670.jpg,Flip a Clip
 This is just the same person sliding across the screen over and over again in different poses.,hate_video_115,0,hate_video_115_frame3090.jpg,Flip pL ip
 This is not animation.,hate_video_115,0,hate_video_115_frame3120.jpg,Flip pC ip
 This is just laziness. K guess I'm done here.,hate_video_115,0,hate_video_115_frame3240.jpg,"Itz Wolf yz Play z SUBSCRIBE 36 subscribers HOME VIDEOS PLAYLISTS CHANNELS DISCUSSION ABOUT Uploads PLAY ALL * s copy ch he s. g chosen. g chong on s On god Please stop blaming Lun about these stuffs Stop being so dirty mind Gacha Life lant for these 0.47 0:04 0:21 1:08 This IS maybe VERY VERY When iam scared to meet my When Logan doser t answer I hope i did yall Oc right ( Please watch Logan) i just If they knew[ Meme] Gacha important. .  fake friends again-  meI be like-  ( Riku, Sweet ch afa.  need Logan Oc to make that.  Life I' m My fake friends. . .  34 views- 11 hours ago 11 views- 19 hours ago 8 views- 1 day ago 13 views- 1 day ago 9 views- 2 days ago 36 views- 2 days ago"
" You fat, stinking, and you ugly.",hate_video_116,0,hate_video_116_frame150.jpg,3
 OK.,hate_video_116,0,hate_video_116_frame150.jpg,3
" You fat, you stink, and you ugly, and you broke, monkey.",hate_video_116,0,hate_video_116_frame270.jpg,5
 And you're the feo mono.,hate_video_116,0,hate_video_116_frame390.jpg,10
 OK.,hate_video_116,0,hate_video_116_frame450.jpg,10
 Mi tresismo.,hate_video_116,0,hate_video_116_frame510.jpg,16
 OK.,hate_video_116,0,hate_video_116_frame540.jpg,104
 Mi tres what?,hate_video_116,0,hate_video_116_frame570.jpg,3
 OK.,hate_video_116,0,hate_video_116_frame600.jpg,10
" You fat, you stink, and you ugly in my country.",hate_video_116,0,hate_video_116_frame720.jpg,VE
 I'm the top.,hate_video_116,0,hate_video_116_frame780.jpg,FEE
 You in my country.,hate_video_116,0,hate_video_116_frame810.jpg,888
 You can't live in your own country.,hate_video_116,0,hate_video_116_frame840.jpg,888
 You're a monkey in your country.,hate_video_116,0,hate_video_116_frame930.jpg,1
 I'm not even white.,hate_video_116,0,,
 You're Spanish.,hate_video_116,0,hate_video_116_frame990.jpg,A
 I just said Spanish.,hate_video_116,0,hate_video_116_frame1080.jpg,3
" Fat, ugly Spanish.",hate_video_116,0,hate_video_116_frame1140.jpg,5
 What you don't think you don't look Spanish?,hate_video_116,0,hate_video_116_frame1170.jpg,5
 You fat and ugly and broke.,hate_video_116,0,hate_video_116_frame1290.jpg,A
" You fat, you ugly, and you broke. We all rich over here.",hate_video_116,0,hate_video_116_frame1410.jpg,5
 Ain't not just fucked a white bitch in France last night.,hate_video_116,0,hate_video_116_frame1620.jpg,2
 I don't give a fuck.,hate_video_116,0,hate_video_116_frame1680.jpg,5
 So what?,hate_video_116,0,hate_video_116_frame1710.jpg,A E
" You fat, you ugly, and you stink.",hate_video_116,0,hate_video_116_frame1800.jpg,GE 工
" Monkey, shut up with your ugly ass.",hate_video_116,0,hate_video_116_frame1860.jpg,T BE
 What you think you doing in my country?,hate_video_116,0,hate_video_116_frame2010.jpg,A
" You ugly, fat, stinking, ugly, and you need to kill yourself.",hate_video_116,0,hate_video_116_frame2160.jpg,HER
 You kill yourself first.,hate_video_116,0,hate_video_116_frame2340.jpg,MERI
 You motherfucker.,hate_video_116,0,,
" You do it too, motherfucker.",hate_video_116,0,hate_video_116_frame2430.jpg,I
 You do it too.,hate_video_116,0,hate_video_116_frame2580.jpg,TH
 You do it too.,hate_video_116,0,hate_video_116_frame2640.jpg,-
" I don't give a fuck. Don't fucking talk to me. Like, who the fuck you talking too, motherfucker. You do it too. You do it too. I don't give fuck. Don't fucking talk to me.",hate_video_116,0,hate_video_116_frame2790.jpg,C
" I don't know what the fuck you talking to, motherfucker.",hate_video_116,0,hate_video_116_frame2910.jpg,:
 Got your damn motherfucking mind.,hate_video_116,0,hate_video_116_frame3060.jpg,3
 I don't fucking know you. Fuck you. Fuck you.,hate_video_116,0,hate_video_116_frame3150.jpg,3
" Suck my dick, bitch. Suck my dick.",hate_video_116,0,hate_video_116_frame3450.jpg,V
 Suck my dick!,hate_video_116,0,hate_video_116_frame4020.jpg,!
" Suck my dick, bitch!",hate_video_116,0,hate_video_116_frame4170.jpg,3
 I would never disrespect somebody on their race.,hate_video_116,0,hate_video_116_frame4590.jpg,A
 Never!,hate_video_116,0,hate_video_116_frame4740.jpg,7
 Never!,hate_video_116,0,hate_video_116_frame4740.jpg,7
" See you on Twitter, bitch!",hate_video_116,0,hate_video_116_frame4980.jpg,C
 Nigger?,hate_video_117,0,hate_video_117_frame90.jpg,"https: / / www. ome g le. com Not ying Top chat-  ome g le 323 x 323 x 323 x 323 x 323 X 323 x 323 x 323 x 32333333333333333333334343434343434343434334343434343434343443434343434343434344 43,000+ online Talk to strangers!  43,000+ online 300+ online 300+ online 300+ online 30 300+ online 300+ online 300+ online 43333333333333333333 333333333333333333303333333333333333333233333333333333333 3033333333333333333 3 33333333333333333 3131313131313131313133333333333333333337 333333333333333333 1333333333333333333 2333333333333333333 0333333333333333333 433333333333333333 323333333333333333 33 3333333333333333 3303333333333333333 33131313131313131313 3333333333333333303 3333333333333333323 333333333333333337 133333333333333333 37 37 37 37 37 37 37 1333333333333333 333 333333333333333 333.3333333333333333333
333333333333333333353333333333333333333133333333333333333 103333333333333333330 33333333333333333300 33333333333333333 1233333333333333333301 3333333333333333331 33333333333333333 20333333333333333333103333333333333 33333 3333333333333 33333.333333333333333 3330333333333333333 3331333333333333333 33 1333333333333333 3 3 333333333333333 3 30333333333333333 3 31333333333333333330 103333333333333333 3 13333333333333333 33.3333333333333333 33:3333333333333333333. 333333333333333333.33 3333333333333333. 3 3333333333333333 13 3333333333333333 23 3333333333333333 43 33333333333333333.  333333333333333333 .  33333333333333333 4 3333333333333333335 333333333333333333:  33333333333333333.3 33333333333333333: 333333333333333333 :  33333333333333333: :  3333333333333333 3 23333333333333333 3 43333333333333333 3  33333333333333333 : 3333333333333333332 3 3333333333333333:  133333333333333333: 133333333333333333 : 133333333333333333. 1333333333333333330 :  3333333333333333 :  13333333333333333 13:33333333333333333 3:  333333333333333 33 2333333333333333 333:  3333333333333 3333 33333333333333 3333 13333333333333 33333:  33333333333 3333333 33333333333 333333 333333333333 333333 133333333333 3333333:  333333333 333333333 33333333 3333333333 33333333 1333333333 333333333:  3333333 3333333333 13333333 33333333333:  33333 333333333333 133333 3333333333333:  333 33333333333333 1333 333333333333333:  3 3333333333333333 : 3 3333333333333333. :  3333333333333333: 3 33333333333333330 3 3333333333333333 .  13333333333333333:  233333333333333333 1 33333333333333333:3 33333333333333333 : :  3333333333333333.  13333333333333333 :  23333333333333333 13 :  333333333333333 133 3333333333333333 : :  :  33333333333333330 133333333333333333 .  :  333333333333333 3 1 333333333333333 13 13333333333333333 : : 3 333333333333333 13:  333333333333333 :  3 333333333333333 233 3333333333333333: :  :  33333333333333 133 1333333333333333 :  3:  33333333333333 13 1 333333333333333 :  1 3333333333333333 1 13333333333333333 23:  333333333333333:  1 333333333333333 33:  33333333333333 333 133333333333333 1333:  3333333333333 :  333 3333333333333 13333 13333333333333 :  333:  333333333333 13333 3333333333333 1 333 3333333333333 3 133 1333333333333 133333:  33333333333:  3333 1333333333333 13 133 1333333333333 :  3333 133333333333 1333333 133333333333 :  33333 1333333333333 333333:  3333333333 1333333 333333333333 :  3333:  333333333333 33333 133333333333 1 33333 133333333333 : :  3333 13333333333 13333333:  133333333 1333333333 :  3333333 13333333333 13 13333 13333333333 13:  333 13333333333 13 33333 13 1333333333 13 133333 13 1333333333:  13 133333333333 13 1333 13 133333333333 1333 13 133333333 13 1333333 13 133333333 13333333 13 13333333 13 13 13333333333 13 13 13333 13 13 13 13 13 13 133333333333 1 13 13 13 13 13 13 33333333333 13 13 13 13 13333 13 13333333333 13333 13 13 13 13333333 13 13333 13 13 13333333 133 13 13 13 13 13 1 13 13 13 13 13 333 13 13 13 13 13 33 13 13 13 13 13 10333333333333333 13  13 13 13 13 13 13  13 13 13 13 1 13 1 13 13 13 13 1 13 103333333333333 13 13 1 13 13 13 333333333 13 13 13 33333333 13 13 13 1 13 13 333333333333 13 13 3333333333333 13 13:  13 13 13 13 13 133 13 13 13 13 1 13 333333333333 13 :  13 13 13 13 13 13 :  13 13 13 13 333333 13 13 13 13 33333 13 13 13 13 1 133333333333333 13 10333333333333 13 13  13 13 13 1 13 13 1 13 13 13 1 13 13 103333333333 13 13 13:  13 13 13 3333"
 Nigger?,hate_video_117,0,hate_video_117_frame180.jpg,"https: / / www. ome g le. com Not yr ning Top chat-  323 x 3000- online Talk to strangers!  43,000+ online n 0/200 Send Type here to search"
 Nigger?,hate_video_117,0,,
" Yeah, what do you think of him?",hate_video_117,0,hate_video_117_frame330.jpg,"https: / / www. ome g le. com Not sy rsi ng Top chat-  ome g le 323 x 323 x 323 x 323 x 323 X 323 x 323 x 323 x 323333333333333333333343434343434343434343343434343434343434 43,000+ online Talk to strangers!  John Wiles Boof N 663 R 7 Lom dr nden Le l Jeff Dur lenN x xx 1 ome g le.  To shahari Tavi v inen to l paid Lord Dur den G ome g le.  To shahari Tavi v inen Buck a Fig hT hMn his dad is a weekman AND KILL BABY KILL SHOWED RESPECT TO BRAD J, THEN PROFEOMED THERE.  Kite Gustafson( wee band that' s not a the e, but a warning web( K alle Out s taf son w ty would it' go of them. don' t be dumb.  Schwarze Soe me( 2 xx xx boo so hoo 0 O pyr crs taster 1.2 Say something. .  Stop Send 0/200 12:10 PM"
 I'm not shy.,hate_video_117,0,hate_video_117_frame480.jpg,"https: / / www. ome g le. com Not ying Top chat-  ome g le Talk to strangers!  43,000+ online r 43,000+ online r 1 x 31 ome g le"
 That was funny.,hate_video_117,0,hate_video_117_frame540.jpg,"https: / / www. ome g le. com Not ying Top chat-  ome g le Talk to strangers!  43,000+ online r 1000000000000000000001000000000000000000 0000000000000000000 100000000000000000 0100000000000000000 1117 PM"
" Oh, man.",hate_video_117,0,hate_video_117_frame660.jpg,"https: / / www. cm ople. com Not yring Top chat-  ome g le 323 K 43,000+ online n Talk to strangers!  You' re now chatting with a random stranger. Say STAND WITH HONGKONG AGAINST THE CCP!  S chur araS one regi n?  John Wilkes Boof 0 Masa eD in is“ de feu ti st to er* yeah I' m Black. ""  Fight The Man how sad To shan enT at iv inen to l pad Lord Dur den 0 x xx@ Schur araS one nite ned it To shan enT at iv inen sucks F gh t The Man his dad is a weak man ome g le. com S a in tZe z KEN FRIDAY BRIT AL ATTA CX AND KILL BABY KILL SHOWED RESPECT TO BRAZIL THEY PROFORMED THIR S.  of them. don' t be dumb.  Schur araS one nia xx boo oo hoo o Schur araS one nN Jake Fr tel ll you look like tom my fury O pyr er stade r 1.  Say something. .  Stop Send 0/200 Est Type here to search 141 111 PM"
" Hey, what's fuckin' brackin', buddy?",hate_video_118,1,hate_video_118_frame90.jpg,IM A NIG GER IM A NIG G ADVISORY
 It's your boy Yellow London on the track.,hate_video_118,1,hate_video_118_frame120.jpg,IM A NIG GER IM A NIG G
" Stop askin' me for N-word passes, please.",hate_video_118,1,hate_video_118_frame210.jpg,IM A NIG GER IM A NIG G
" Uh, thank you.",hate_video_118,1,hate_video_118_frame270.jpg,IM A NIG GER IM A NIG G
 Jeff made the drums for us and I made the very low-quality melody.,hate_video_118,1,hate_video_118_frame360.jpg,IM A NIG GER IM A NIG G
 Why you keep callin' me nigger?,hate_video_118,1,hate_video_118_frame480.jpg,IM A NIG GER IM A NIG G
 Do you not know I'm a nigger?,hate_video_118,1,hate_video_118_frame540.jpg,IM A NIG GER IM A NIG G
 Don't you just see I'm a nigger?,hate_video_118,1,hate_video_118_frame600.jpg,IM A NIG GER IM A NIG G
" I'm a monkey, I'm a nigger. Why you keep calling me N-word?",hate_video_118,1,hate_video_118_frame690.jpg,IM A NIG GER IM A NIG G
 You might as well call me nigger.,hate_video_118,1,hate_video_118_frame720.jpg,IM A NIG GER IM A NIG G
" Better yet, nigger word.",hate_video_118,1,hate_video_118_frame780.jpg,IM A NIG GER IM A NIG G
" I'm a motherfucking nigger, nigger, nigger, nigger.",hate_video_118,1,hate_video_118_frame840.jpg,IM A NIG GER IM A NIG G
" I am a nigger, stop calling me nigger.",hate_video_118,1,hate_video_118_frame960.jpg,IM A NIG GER IM A NIG G
" I am a nigger, stop calling me nigger I am a nigger, stop calling me nigger",hate_video_118,1,hate_video_118_frame1080.jpg,IM A NIG GER IM A NIG G
" Nigger, nigger, nigger",hate_video_118,1,hate_video_118_frame1140.jpg,IM A NIG GER IM A NIG G
" Don't not call me nigger, that is racist",hate_video_118,1,hate_video_118_frame1260.jpg,IM A NIG GER IM A NIG G
" I am a nigger, it's okay, face it",hate_video_118,1,hate_video_118_frame1320.jpg,IM A NIG GER IM A NIG G
" Nigger, nigger, nigger",hate_video_118,1,hate_video_118_frame1380.jpg,IM A NIG GER IM A NIG G
" I am a nigger, stop calling me nigger",hate_video_118,1,hate_video_118_frame1470.jpg,IM A NIG GER IM A NIG G
" I am a nigger, stop calling me nigger",hate_video_118,1,hate_video_118_frame1590.jpg,IM A NIG GER IM A NIG G
" Nigger, nigger, nigger, nigger",hate_video_118,1,hate_video_118_frame1650.jpg,IM A NIG GER IM A NIG G
" Don't not call me nigger, that is racist",hate_video_118,1,hate_video_118_frame1740.jpg,IM A NIG GER IM A NIG G
" I am a nigger, it's okay, face it",hate_video_118,1,hate_video_118_frame1770.jpg,IM A NIG GER IM A NIG G
" I am a nigger, it's simple as that",hate_video_118,1,hate_video_118_frame1830.jpg,IM A NIG GER IM A NIG G
" Don't want no talkback, don't want no smack",hate_video_118,1,hate_video_118_frame1890.jpg,IM A NIG GER IM A NIG G
" I want to, I got the clock, mm",hate_video_118,1,hate_video_118_frame1920.jpg,IM A NIG GER IM A NIG G
" Fuck on a nigger who's black, yeah",hate_video_118,1,hate_video_118_frame2040.jpg,IM A NIG GER IM A NIG G
" Please don't play this in a hood, though",hate_video_118,1,hate_video_118_frame2070.jpg,IM A NIG GER IM A NIG G
